2,"{'Horror', 'Sci-Fi'}",5717,Night of the Living Dead,"{'MP4': 'https://storage.googleapis.com/mcflix-movies/LivingDead/MP4', 'OGV': 'https://storage.googleapis.com/mcflix-movies/LivingDead/OGV'}",1968
4,"{'Animation', 'Comedy', 'LEGO'}",390,"The Letter, Lego Movie","{'MP4': 'https://storage.googleapis.com/mcflix-movies/Letter/MP4.mp4', 'OGV': 'https://storage.googleapis.com/mcflix-movies/Letter/OGV.ogv'}",2003
3,{'Comedy'},1483,Charlie Chaplin's \"The Vagabond\","{'MP4': 'https://storage.googleapis.com/mcflix-movies/Vagabond/MP4.mp4', 'MPG': 'https://storage.googleapis.com/mcflix-movies/Vagabond/MPG.mpg', 'OGV': 'https://storage.googleapis.com/mcflix-movies/Vagabond/OGV.ogv'}",1916
1,"{'Animation', 'Comedy'}",1018,Popeye the Sailor Meets Ali Baba's Forty Thieves,"{'AVI': 'https://storage.googleapis.com/mcflix-movies/Popeye/AVI.avi', 'MP4': 'https://storage.googleapis.com/mcflix-movies/Popeye/MP4.mp4'}",1937
